station,longitude,latitude,year,month,date,NDVI
Hechi,108.06,24.7,2007,4,2007-04,0.2461
Hechi,108.06,24.7,2007,5,2007-05,0.2157
Hechi,108.06,24.7,2007,6,2007-06,0.1959
Hechi,108.06,24.7,2007,7,2007-07,0.3376
Hechi,108.06,24.7,2007,8,2007-08,0.1973
Hechi,108.06,24.7,2007,9,2007-09,0.2835
Hechi,108.06,24.7,2007,10,2007-10,0.2067
Hechi,108.06,24.7,2007,11,2007-11,0.1907
Hechi,108.06,24.7,2007,12,2007-12,0.1579
Hechi,108.06,24.7,2008,1,2008-01,0.0734
Hechi,108.06,24.7,2008,2,2008-02,0.0936
Hechi,108.06,24.7,2008,3,2008-03,0.1058
Hechi,108.06,24.7,2008,4,2008-04,0.1471
Hechi,108.06,24.7,2008,5,2008-05,0.2339
Hechi,108.06,24.7,2008,6,2008-06,0.1925
Hechi,108.06,24.7,2008,7,2008-07,0.1634
Hechi,108.06,24.7,2008,8,2008-08,0.1879
Hechi,108.06,24.7,2008,9,2008-09,0.266
Hechi,108.06,24.7,2008,10,2008-10,0.1534
Hechi,108.06,24.7,2008,11,2008-11,0.1799
Hechi,108.06,24.7,2008,12,2008-12,0.1212
Hechi,108.06,24.7,2009,1,2009-01,0.1482
Hechi,108.06,24.7,2009,2,2009-02,0.1198
Hechi,108.06,24.7,2009,3,2009-03,0.1469
Hechi,108.06,24.7,2009,4,2009-04,0.2225
Hechi,108.06,24.7,2009,5,2009-05,0.142
Hechi,108.06,24.7,2009,6,2009-06,0.191
Hechi,108.06,24.7,2009,7,2009-07,0.2182
Hechi,108.06,24.7,2009,8,2009-08,0.2766
Hechi,108.06,24.7,2009,9,2009-09,0.2423
Hechi,108.06,24.7,2009,10,2009-10,0.2211
Hechi,108.06,24.7,2009,11,2009-11,0.209
Hechi,108.06,24.7,2009,12,2009-12,0.1458
Hechi,108.06,24.7,2010,1,2010-01,0.1021
Hechi,108.06,24.7,2010,2,2010-02,0.1404
Hechi,108.06,24.7,2010,3,2010-03,0.0738
Hechi,108.06,24.7,2010,4,2010-04,0.1758
Hechi,108.06,24.7,2010,5,2010-05,0.1842
Hechi,108.06,24.7,2010,6,2010-06,0.1336
Hechi,108.06,24.7,2010,7,2010-07,0.1475
Hechi,108.06,24.7,2010,8,2010-08,0.2547
Hechi,108.06,24.7,2010,9,2010-09,0.2379
Hechi,108.06,24.7,2010,10,2010-10,0.2528
Hechi,108.06,24.7,2010,11,2010-11,0.1843
Hechi,108.06,24.7,2010,12,2010-12,0.1454
Hechi,108.06,24.7,2011,1,2011-01,0.1098
Hechi,108.06,24.7,2011,2,2011-02,0.043
Hechi,108.06,24.7,2011,3,2011-03,0.1593
Hechi,108.06,24.7,2011,4,2011-04,0.1473
Hechi,108.06,24.7,2011,5,2011-05,0.2614
Hechi,108.06,24.7,2011,6,2011-06,0.3384
Hechi,108.06,24.7,2011,7,2011-07,0.1856
Hechi,108.06,24.7,2011,8,2011-08,0.2659
Hechi,108.06,24.7,2011,9,2011-09,0.195
Hechi,108.06,24.7,2011,10,2011-10,0.3167
Hechi,108.06,24.7,2011,11,2011-11,0.2322
Hechi,108.06,24.7,2011,12,2011-12,0.1013
Hechi,108.06,24.7,2012,1,2012-01,0.0178
Hechi,108.06,24.7,2012,2,2012-02,0.0404
Hechi,108.06,24.7,2012,3,2012-03,0.1184
Hechi,108.06,24.7,2012,4,2012-04,0.2324
Hechi,108.06,24.7,2012,5,2012-05,0.2134
Hechi,108.06,24.7,2012,6,2012-06,0.1826
Hechi,108.06,24.7,2012,7,2012-07,0.1839
Hechi,108.06,24.7,2012,8,2012-08,0.3832
Hechi,108.06,24.7,2012,9,2012-09,0.2822
Hechi,108.06,24.7,2012,10,2012-10,0.2206
Hechi,108.06,24.7,2012,11,2012-11,0.26
Hechi,108.06,24.7,2012,12,2012-12,0.2376
Hechi,108.06,24.7,2013,1,2013-01,0.069
Hechi,108.06,24.7,2013,2,2013-02,0.1156
Hechi,108.06,24.7,2013,3,2013-03,0.182
Hechi,108.06,24.7,2013,4,2013-04,0.2058
Hechi,108.06,24.7,2013,5,2013-05,0.2722
Hechi,108.06,24.7,2013,6,2013-06,0.3844
Hechi,108.06,24.7,2013,7,2013-07,0.2519
Hechi,108.06,24.7,2013,8,2013-08,0.3214
Hechi,108.06,24.7,2013,9,2013-09,0.3423
Hechi,108.06,24.7,2013,10,2013-10,0.2458
Hechi,108.06,24.7,2013,11,2013-11,0.2779
Hechi,108.06,24.7,2013,12,2013-12,0.1872
Hechi,108.06,24.7,2014,1,2014-01,0.1679
Hechi,108.06,24.7,2014,2,2014-02,0.1797
Hechi,108.06,24.7,2014,3,2014-03,0.0824
Hechi,108.06,24.7,2014,4,2014-04,0.1626
Hechi,108.06,24.7,2014,5,2014-05,0.2376
Hechi,108.06,24.7,2014,6,2014-06,0.2244
Hechi,108.06,24.7,2014,7,2014-07,0.203
Hechi,108.06,24.7,2014,8,2014-08,0.3894
Hechi,108.06,24.7,2014,9,2014-09,0.5018
Hechi,108.06,24.7,2014,10,2014-10,0.3234
Hechi,108.06,24.7,2014,11,2014-11,0.4013
Hechi,108.06,24.7,2014,12,2014-12,0.24
Hechi,108.06,24.7,2015,1,2015-01,0.1325
Hechi,108.06,24.7,2015,2,2015-02,0.0938
Hechi,108.06,24.7,2015,3,2015-03,0.0964
Hechi,108.06,24.7,2015,4,2015-04,0.3291
Hechi,108.06,24.7,2015,5,2015-05,0.217
Hechi,108.06,24.7,2015,6,2015-06,0.1766
Hechi,108.06,24.7,2015,7,2015-07,0.3018
Hechi,108.06,24.7,2015,8,2015-08,0.2274
Hechi,108.06,24.7,2015,9,2015-09,0.3055
Hechi,108.06,24.7,2015,10,2015-10,0.4432
Hechi,108.06,24.7,2015,11,2015-11,0.156
Hechi,108.06,24.7,2015,12,2015-12,0.1492
Hechi,108.06,24.7,2016,1,2016-01,0.0592
Hechi,108.06,24.7,2016,2,2016-02,0.22
Hechi,108.06,24.7,2016,3,2016-03,0.187
Hechi,108.06,24.7,2016,4,2016-04,0.1815
Hechi,108.06,24.7,2016,5,2016-05,0.197
Hechi,108.06,24.7,2016,6,2016-06,0.2178
Hechi,108.06,24.7,2016,7,2016-07,0.295
Hechi,108.06,24.7,2016,8,2016-08,0.2856
Hechi,108.06,24.7,2016,9,2016-09,0.3467
Hechi,108.06,24.7,2016,10,2016-10,0.2712
Hechi,108.06,24.7,2016,11,2016-11,0.2709
Hechi,108.06,24.7,2016,12,2016-12,0.3386
Hechi,108.06,24.7,2017,1,2017-01,0.1062
Hechi,108.06,24.7,2017,2,2017-02,0.137
Hechi,108.06,24.7,2017,3,2017-03,0.1112
Hechi,108.06,24.7,2017,4,2017-04,0.3112
Hechi,108.06,24.7,2017,5,2017-05,0.2729
Hechi,108.06,24.7,2017,6,2017-06,0.204
Hechi,108.06,24.7,2017,7,2017-07,0.2583
Hechi,108.06,24.7,2017,8,2017-08,0.3093
Hechi,108.06,24.7,2017,9,2017-09,0.2349
Hechi,108.06,24.7,2017,10,2017-10,0.2992
Hechi,108.06,24.7,2017,11,2017-11,0.3099
Hechi,108.06,24.7,2017,12,2017-12,0.2998
Hechi,108.06,24.7,2018,1,2018-01,0.1983
Hechi,108.06,24.7,2018,2,2018-02,0.2632
Hechi,108.06,24.7,2018,3,2018-03,0.1658
Hechi,108.06,24.7,2018,4,2018-04,0.2936
Hechi,108.06,24.7,2018,5,2018-05,0.1794
Hechi,108.06,24.7,2018,6,2018-06,0.1916
Hechi,108.06,24.7,2018,7,2018-07,0.3659
Hechi,108.06,24.7,2018,8,2018-08,0.3828
Hechi,108.06,24.7,2018,9,2018-09,0.225
Hechi,108.06,24.7,2018,10,2018-10,0.233
Hechi,108.06,24.7,2018,11,2018-11,0.3539
Hechi,108.06,24.7,2018,12,2018-12,0.1824
Hechi,108.06,24.7,2019,1,2019-01,0.023
Hechi,108.06,24.7,2019,2,2019-02,0.114
Hechi,108.06,24.7,2019,3,2019-03,0.2198
Hechi,108.06,24.7,2019,4,2019-04,0.2231
Hechi,108.06,24.7,2019,5,2019-05,0.3106
Hechi,108.06,24.7,2019,6,2019-06,0.2314
Hechi,108.06,24.7,2019,7,2019-07,0.2464
Hechi,108.06,24.7,2019,8,2019-08,0.2825
Hechi,108.06,24.7,2019,9,2019-09,0.2972
Hechi,108.06,24.7,2019,10,2019-10,0.2496
Hechi,108.06,24.7,2019,11,2019-11,0.2777
Hechi,108.06,24.7,2019,12,2019-12,0.3071
Hechi,108.06,24.7,2020,1,2020-01,0.258
Hechi,108.06,24.7,2020,2,2020-02,0.2026
Hechi,108.06,24.7,2020,3,2020-03,0.194
Hechi,108.06,24.7,2020,4,2020-04,0.2657
Hechi,108.06,24.7,2020,5,2020-05,0.2251
Hechi,108.06,24.7,2020,6,2020-06,0.186
Hechi,108.06,24.7,2020,7,2020-07,0.2742
Hechi,108.06,24.7,2020,8,2020-08,0.3626
Hechi,108.06,24.7,2020,9,2020-09,0.2218
Hechi,108.06,24.7,2020,10,2020-10,0.3079
Hechi,108.06,24.7,2020,11,2020-11,0.3368
Hechi,108.06,24.7,2020,12,2020-12,0.1857
Hechi,108.06,24.7,2021,1,2021-01,0.2756
Hechi,108.06,24.7,2021,2,2021-02,0.1246
Hechi,108.06,24.7,2021,3,2021-03,0.0989
Hechi,108.06,24.7,2021,4,2021-04,0.1996
Hechi,108.06,24.7,2021,5,2021-05,0.2278
Hechi,108.06,24.7,2021,6,2021-06,0.2548
Hechi,108.06,24.7,2021,7,2021-07,0.3274
Hechi,108.06,24.7,2021,8,2021-08,0.3187
Hechi,108.06,24.7,2021,9,2021-09,0.431
Hechi,108.06,24.7,2021,10,2021-10,0.3155
Hechi,108.06,24.7,2021,11,2021-11,0.3684
Hechi,108.06,24.7,2021,12,2021-12,0.3563
Hechi,108.06,24.7,2022,1,2022-01,0.0545
Hechi,108.06,24.7,2022,2,2022-02,0.1393
Hechi,108.06,24.7,2022,3,2022-03,0.245
Hechi,108.06,24.7,2022,4,2022-04,0.2805
Hechi,108.06,24.7,2022,5,2022-05,0.3267
Hechi,108.06,24.7,2022,6,2022-06,0.2636
Hechi,108.06,24.7,2022,7,2022-07,0.3068
Hechi,108.06,24.7,2022,8,2022-08,0.3238
Hechi,108.06,24.7,2022,9,2022-09,0.314
Hechi,108.06,24.7,2022,10,2022-10,0.2336
Hechi,108.06,24.7,2022,11,2022-11,0.2496
Hechi,108.06,24.7,2022,12,2022-12,0.3786
Hechi,108.06,24.7,2023,1,2023-01,0.1995
Hechi,108.06,24.7,2023,2,2023-02,0.1256
Hechi,108.06,24.7,2023,3,2023-03,0.2228
Hechi,108.06,24.7,2023,4,2023-04,0.2669
Hechi,108.06,24.7,2023,5,2023-05,0.1777
Hechi,108.06,24.7,2023,6,2023-06,0.3292
Hechi,108.06,24.7,2023,7,2023-07,0.2508
Hechi,108.06,24.7,2023,8,2023-08,0.3686
Hechi,108.06,24.7,2023,9,2023-09,0.4199
Hechi,108.06,24.7,2023,10,2023-10,0.418
Hechi,108.06,24.7,2023,11,2023-11,0.3011
Hechi,108.06,24.7,2023,12,2023-12,0.333
Hechi,108.06,24.7,2024,1,2024-01,0.2024
Hechi,108.06,24.7,2024,2,2024-02,0.2447
Hechi,108.06,24.7,2024,3,2024-03,0.2092
Hechi,108.06,24.7,2024,4,2024-04,0.1834
Hechi,108.06,24.7,2024,5,2024-05,0.2955
Hechi,108.06,24.7,2024,6,2024-06,0.1455
Hechi,108.06,24.7,2024,7,2024-07,0.2378
Hechi,108.06,24.7,2024,8,2024-08,0.3289
Hechi,108.06,24.7,2024,9,2024-09,0.2958
Hechi,108.06,24.7,2024,10,2024-10,0.3519
Hechi,108.06,24.7,2024,11,2024-11,0.143
Hechi,108.06,24.7,2024,12,2024-12,0.1631
Liuzhou,109.43,24.33,2005,1,2005-01,0.1217
Liuzhou,109.43,24.33,2005,2,2005-02,0.1096
Liuzhou,109.43,24.33,2005,3,2005-03,0.0468
Liuzhou,109.43,24.33,2005,4,2005-04,0.3376
Liuzhou,109.43,24.33,2005,5,2005-05,0.2566
Liuzhou,109.43,24.33,2005,6,2005-06,0.2826
Liuzhou,109.43,24.33,2005,7,2005-07,0.4468
Liuzhou,109.43,24.33,2005,8,2005-08,0.4196
Liuzhou,109.43,24.33,2005,9,2005-09,0.4122
Liuzhou,109.43,24.33,2005,10,2005-10,0.3515
Liuzhou,109.43,24.33,2005,11,2005-11,0.3297
Liuzhou,109.43,24.33,2005,12,2005-12,0.2589
Liuzhou,109.43,24.33,2006,1,2006-01,0.2254
Liuzhou,109.43,24.33,2006,2,2006-02,0.1481
Liuzhou,109.43,24.33,2006,3,2006-03,0.137
Liuzhou,109.43,24.33,2006,4,2006-04,0.4382
Liuzhou,109.43,24.33,2006,5,2006-05,0.2973
Liuzhou,109.43,24.33,2006,6,2006-06,0.1763
Liuzhou,109.43,24.33,2006,7,2006-07,0.241
Liuzhou,109.43,24.33,2006,8,2006-08,0.2968
Liuzhou,109.43,24.33,2006,9,2006-09,0.4812
Liuzhou,109.43,24.33,2006,10,2006-10,0.3224
Liuzhou,109.43,24.33,2006,11,2006-11,0.2515
Liuzhou,109.43,24.33,2006,12,2006-12,0.2577
Liuzhou,109.43,24.33,2007,1,2007-01,0.1968
Liuzhou,109.43,24.33,2007,2,2007-02,0.285
Liuzhou,109.43,24.33,2007,3,2007-03,0.1688
Liuzhou,109.43,24.33,2007,4,2007-04,0.3014
Liuzhou,109.43,24.33,2007,5,2007-05,0.2613
Liuzhou,109.43,24.33,2007,6,2007-06,0.3211
Liuzhou,109.43,24.33,2007,7,2007-07,0.3298
Liuzhou,109.43,24.33,2007,8,2007-08,0.3618
Liuzhou,109.43,24.33,2007,9,2007-09,0.4358
Liuzhou,109.43,24.33,2007,10,2007-10,0.3663
Liuzhou,109.43,24.33,2007,11,2007-11,0.3086
Liuzhou,109.43,24.33,2007,12,2007-12,0.2405
Liuzhou,109.43,24.33,2008,1,2008-01,0.1276
Liuzhou,109.43,24.33,2008,2,2008-02,0.1088
Liuzhou,109.43,24.33,2008,3,2008-03,0.113
Liuzhou,109.43,24.33,2008,4,2008-04,0.244
Liuzhou,109.43,24.33,2008,5,2008-05,0.3372
Liuzhou,109.43,24.33,2008,6,2008-06,0.2912
Liuzhou,109.43,24.33,2008,7,2008-07,0.3008
Liuzhou,109.43,24.33,2008,8,2008-08,0.3797
Liuzhou,109.43,24.33,2008,9,2008-09,0.3246
Liuzhou,109.43,24.33,2008,10,2008-10,0.245
Liuzhou,109.43,24.33,2008,11,2008-11,0.1622
Liuzhou,109.43,24.33,2008,12,2008-12,0.195
Liuzhou,109.43,24.33,2009,1,2009-01,0.1691
Liuzhou,109.43,24.33,2009,2,2009-02,0.1122
Liuzhou,109.43,24.33,2009,3,2009-03,0.2137
Liuzhou,109.43,24.33,2009,4,2009-04,0.2847
Liuzhou,109.43,24.33,2009,5,2009-05,0.2948
Liuzhou,109.43,24.33,2009,6,2009-06,0.2706
Liuzhou,109.43,24.33,2009,7,2009-07,0.2413
Liuzhou,109.43,24.33,2009,8,2009-08,0.2485
Liuzhou,109.43,24.33,2009,9,2009-09,0.2911
Liuzhou,109.43,24.33,2009,10,2009-10,0.1857
Liuzhou,109.43,24.33,2009,11,2009-11,0.1874
Liuzhou,109.43,24.33,2009,12,2009-12,0.1757
Liuzhou,109.43,24.33,2010,1,2010-01,0.0348
Liuzhou,109.43,24.33,2010,2,2010-02,0.1182
Liuzhou,109.43,24.33,2010,3,2010-03,0.142
Liuzhou,109.43,24.33,2010,4,2010-04,0.1542
Liuzhou,109.43,24.33,2010,5,2010-05,0.2023
Liuzhou,109.43,24.33,2010,6,2010-06,0.1006
Liuzhou,109.43,24.33,2010,7,2010-07,0.227
Liuzhou,109.43,24.33,2010,8,2010-08,0.2832
Liuzhou,109.43,24.33,2010,9,2010-09,0.2053
Liuzhou,109.43,24.33,2010,10,2010-10,0.198
Liuzhou,109.43,24.33,2010,11,2010-11,0.1826
Liuzhou,109.43,24.33,2010,12,2010-12,0.1379
Liuzhou,109.43,24.33,2011,1,2011-01,0.0873
Liuzhou,109.43,24.33,2011,2,2011-02,0.1372
Liuzhou,109.43,24.33,2011,3,2011-03,0.1004
Liuzhou,109.43,24.33,2011,4,2011-04,0.1969
Liuzhou,109.43,24.33,2011,5,2011-05,0.197
Liuzhou,109.43,24.33,2011,6,2011-06,0.1448
Liuzhou,109.43,24.33,2011,7,2011-07,0.267
Liuzhou,109.43,24.33,2011,8,2011-08,0.2744
Liuzhou,109.43,24.33,2011,9,2011-09,0.2854
Liuzhou,109.43,24.33,2011,10,2011-10,0.2016
Liuzhou,109.43,24.33,2011,11,2011-11,0.2005
Liuzhou,109.43,24.33,2011,12,2011-12,0.1742
Liuzhou,109.43,24.33,2012,1,2012-01,0.0159
Liuzhou,109.43,24.33,2012,2,2012-02,0.0292
Liuzhou,109.43,24.33,2012,3,2012-03,0.1072
Liuzhou,109.43,24.33,2012,4,2012-04,0.167
Liuzhou,109.43,24.33,2012,5,2012-05,0.2038
Liuzhou,109.43,24.33,2012,6,2012-06,0.1945
Liuzhou,109.43,24.33,2012,7,2012-07,0.1724
Liuzhou,109.43,24.33,2012,8,2012-08,0.2601
Liuzhou,109.43,24.33,2012,9,2012-09,0.3088
Liuzhou,109.43,24.33,2012,10,2012-10,0.2403
Liuzhou,109.43,24.33,2012,11,2012-11,0.204
Liuzhou,109.43,24.33,2012,12,2012-12,0.1714
Liuzhou,109.43,24.33,2013,1,2013-01,0.0928
Liuzhou,109.43,24.33,2013,2,2013-02,0.1491
Liuzhou,109.43,24.33,2013,3,2013-03,0.2171
Liuzhou,109.43,24.33,2013,4,2013-04,0.1294
Liuzhou,109.43,24.33,2013,5,2013-05,0.2222
Liuzhou,109.43,24.33,2013,6,2013-06,0.2597
Liuzhou,109.43,24.33,2013,7,2013-07,0.2189
Liuzhou,109.43,24.33,2013,8,2013-08,0.2017
Liuzhou,109.43,24.33,2013,9,2013-09,0.3377
Liuzhou,109.43,24.33,2013,10,2013-10,0.1878
Liuzhou,109.43,24.33,2013,11,2013-11,0.257
Liuzhou,109.43,24.33,2013,12,2013-12,0.1756
Liuzhou,109.43,24.33,2014,1,2014-01,0.1879
Liuzhou,109.43,24.33,2014,2,2014-02,0.1546
Liuzhou,109.43,24.33,2014,3,2014-03,0.0991
Liuzhou,109.43,24.33,2014,4,2014-04,0.2355
Liuzhou,109.43,24.33,2014,5,2014-05,0.0724
Liuzhou,109.43,24.33,2014,6,2014-06,0.1443
Liuzhou,109.43,24.33,2014,7,2014-07,0.2358
Liuzhou,109.43,24.33,2014,8,2014-08,0.1256
Liuzhou,109.43,24.33,2014,9,2014-09,0.2556
Liuzhou,109.43,24.33,2014,10,2014-10,0.2908
Liuzhou,109.43,24.33,2014,11,2014-11,0.1809
Liuzhou,109.43,24.33,2014,12,2014-12,0.2238
Liuzhou,109.43,24.33,2015,1,2015-01,0.1553
Liuzhou,109.43,24.33,2015,2,2015-02,0.0457
Liuzhou,109.43,24.33,2015,3,2015-03,0.111
Liuzhou,109.43,24.33,2015,4,2015-04,0.3126
Liuzhou,109.43,24.33,2015,5,2015-05,0.1945
Liuzhou,109.43,24.33,2015,6,2015-06,0.2758
Liuzhou,109.43,24.33,2015,7,2015-07,0.2562
Liuzhou,109.43,24.33,2015,8,2015-08,0.2228
Liuzhou,109.43,24.33,2015,9,2015-09,0.3146
Liuzhou,109.43,24.33,2015,10,2015-10,0.2938
Liuzhou,109.43,24.33,2015,11,2015-11,0.2136
Liuzhou,109.43,24.33,2015,12,2015-12,0.1332
Liuzhou,109.43,24.33,2016,1,2016-01,0.0799
Liuzhou,109.43,24.33,2016,2,2016-02,0.1367
Liuzhou,109.43,24.33,2016,3,2016-03,0.0462
Liuzhou,109.43,24.33,2016,4,2016-04,0.1893
Liuzhou,109.43,24.33,2016,5,2016-05,0.147
Liuzhou,109.43,24.33,2016,6,2016-06,0.1752
Liuzhou,109.43,24.33,2016,7,2016-07,0.1856
Liuzhou,109.43,24.33,2016,8,2016-08,0.1938
Liuzhou,109.43,24.33,2016,9,2016-09,0.2818
Liuzhou,109.43,24.33,2016,10,2016-10,0.2423
Liuzhou,109.43,24.33,2016,11,2016-11,0.2046
Liuzhou,109.43,24.33,2016,12,2016-12,0.3758
Liuzhou,109.43,24.33,2017,1,2017-01,0.2325
Liuzhou,109.43,24.33,2017,2,2017-02,0.2406
Liuzhou,109.43,24.33,2017,3,2017-03,0.1113
Liuzhou,109.43,24.33,2017,4,2017-04,0.258
Liuzhou,109.43,24.33,2017,5,2017-05,0.2292
Liuzhou,109.43,24.33,2017,6,2017-06,0.183
Liuzhou,109.43,24.33,2017,7,2017-07,0.268
Liuzhou,109.43,24.33,2017,8,2017-08,0.2534
Liuzhou,109.43,24.33,2017,9,2017-09,0.2616
Liuzhou,109.43,24.33,2017,10,2017-10,0.3895
Liuzhou,109.43,24.33,2017,11,2017-11,0.2318
Liuzhou,109.43,24.33,2017,12,2017-12,0.2085
Liuzhou,109.43,24.33,2018,1,2018-01,0.0941
Liuzhou,109.43,24.33,2018,2,2018-02,0.1452
Liuzhou,109.43,24.33,2018,3,2018-03,0.2567
Liuzhou,109.43,24.33,2018,4,2018-04,0.201
Liuzhou,109.43,24.33,2018,5,2018-05,0.2108
Liuzhou,109.43,24.33,2018,6,2018-06,0.2183
Liuzhou,109.43,24.33,2018,7,2018-07,0.2784
Liuzhou,109.43,24.33,2018,8,2018-08,0.3502
Liuzhou,109.43,24.33,2018,9,2018-09,0.3241
Liuzhou,109.43,24.33,2018,10,2018-10,0.2954
Liuzhou,109.43,24.33,2018,11,2018-11,0.3061
Liuzhou,109.43,24.33,2018,12,2018-12,0.1617
Liuzhou,109.43,24.33,2019,1,2019-01,0.082
Liuzhou,109.43,24.33,2019,2,2019-02,0.0901
Liuzhou,109.43,24.33,2019,3,2019-03,0.267
Liuzhou,109.43,24.33,2019,4,2019-04,0.1143
Liuzhou,109.43,24.33,2019,5,2019-05,0.2823
Liuzhou,109.43,24.33,2019,6,2019-06,0.2646
Liuzhou,109.43,24.33,2019,7,2019-07,0.2284
Liuzhou,109.43,24.33,2019,8,2019-08,0.296
Liuzhou,109.43,24.33,2019,9,2019-09,0.3218
Liuzhou,109.43,24.33,2019,10,2019-10,0.2691
Liuzhou,109.43,24.33,2019,11,2019-11,0.2732
Liuzhou,109.43,24.33,2019,12,2019-12,0.2575
Liuzhou,109.43,24.33,2020,1,2020-01,0.1889
Liuzhou,109.43,24.33,2020,2,2020-02,0.207
Liuzhou,109.43,24.33,2020,3,2020-03,0.1076
Liuzhou,109.43,24.33,2020,4,2020-04,0.3798
Liuzhou,109.43,24.33,2020,5,2020-05,0.2138
Liuzhou,109.43,24.33,2020,6,2020-06,0.204
Liuzhou,109.43,24.33,2020,7,2020-07,0.2522
Liuzhou,109.43,24.33,2020,8,2020-08,0.3086
Liuzhou,109.43,24.33,2020,9,2020-09,0.2034
Liuzhou,109.43,24.33,2020,10,2020-10,0.3941
Liuzhou,109.43,24.33,2020,11,2020-11,0.1648
Liuzhou,109.43,24.33,2020,12,2020-12,0.2484
Liuzhou,109.43,24.33,2021,1,2021-01,0.1852
Liuzhou,109.43,24.33,2021,2,2021-02,0.2143
Liuzhou,109.43,24.33,2021,3,2021-03,0.2085
Liuzhou,109.43,24.33,2021,4,2021-04,0.2172
Liuzhou,109.43,24.33,2021,5,2021-05,0.2804
Liuzhou,109.43,24.33,2021,6,2021-06,0.2138
Liuzhou,109.43,24.33,2021,7,2021-07,0.2514
Liuzhou,109.43,24.33,2021,8,2021-08,0.2622
Liuzhou,109.43,24.33,2021,9,2021-09,0.2521
Liuzhou,109.43,24.33,2021,10,2021-10,0.2739
Liuzhou,109.43,24.33,2021,11,2021-11,0.251
Liuzhou,109.43,24.33,2021,12,2021-12,0.2126
Liuzhou,109.43,24.33,2022,1,2022-01,0.0882
Liuzhou,109.43,24.33,2022,2,2022-02,0.2216
Liuzhou,109.43,24.33,2022,3,2022-03,0.5028
Liuzhou,109.43,24.33,2022,4,2022-04,0.288
Liuzhou,109.43,24.33,2022,5,2022-05,0.1863
Liuzhou,109.43,24.33,2022,6,2022-06,0.1198
Liuzhou,109.43,24.33,2022,7,2022-07,0.2906
Liuzhou,109.43,24.33,2022,8,2022-08,0.2429
Liuzhou,109.43,24.33,2022,9,2022-09,0.3912
Liuzhou,109.43,24.33,2022,10,2022-10,0.2332
Liuzhou,109.43,24.33,2022,11,2022-11,0.1342
Liuzhou,109.43,24.33,2022,12,2022-12,0.2676
Liuzhou,109.43,24.33,2023,1,2023-01,0.2972
Liuzhou,109.43,24.33,2023,2,2023-02,0.1487
Liuzhou,109.43,24.33,2023,3,2023-03,0.2228
Liuzhou,109.43,24.33,2023,4,2023-04,0.3533
Liuzhou,109.43,24.33,2023,5,2023-05,0.3524
Liuzhou,109.43,24.33,2023,6,2023-06,0.2836
Liuzhou,109.43,24.33,2023,7,2023-07,0.2396
Liuzhou,109.43,24.33,2023,8,2023-08,0.2335
Liuzhou,109.43,24.33,2023,9,2023-09,0.2889
Liuzhou,109.43,24.33,2023,10,2023-10,0.25
Liuzhou,109.43,24.33,2023,11,2023-11,0.2858
Liuzhou,109.43,24.33,2023,12,2023-12,0.3168
Liuzhou,109.43,24.33,2024,1,2024-01,0.173
Liuzhou,109.43,24.33,2024,2,2024-02,0.0938
Liuzhou,109.43,24.33,2024,3,2024-03,0.1814
Liuzhou,109.43,24.33,2024,4,2024-04,0.2256
Liuzhou,109.43,24.33,2024,5,2024-05,0.3386
Liuzhou,109.43,24.33,2024,6,2024-06,0.1423
Liuzhou,109.43,24.33,2024,7,2024-07,0.2944
Liuzhou,109.43,24.33,2024,8,2024-08,0.2885
Liuzhou,109.43,24.33,2024,9,2024-09,0.3584
Liuzhou,109.43,24.33,2024,10,2024-10,0.4377
Liuzhou,109.43,24.33,2024,11,2024-11,0.3162
Liuzhou,109.43,24.33,2024,12,2024-12,0.249
Nanning,108.37,22.82,2005,1,2005-01,0.0582
Nanning,108.37,22.82,2005,2,2005-02,0.122
Nanning,108.37,22.82,2005,3,2005-03,0.1112
Nanning,108.37,22.82,2005,4,2005-04,0.2939
Nanning,108.37,22.82,2005,5,2005-05,0.235
Nanning,108.37,22.82,2005,6,2005-06,0.1789
Nanning,108.37,22.82,2005,7,2005-07,0.2238
Nanning,108.37,22.82,2005,8,2005-08,0.2262
Nanning,108.37,22.82,2005,9,2005-09,0.229
Nanning,108.37,22.82,2005,10,2005-10,0.2461
Nanning,108.37,22.82,2005,11,2005-11,0.182
Nanning,108.37,22.82,2005,12,2005-12,0.1481
Nanning,108.37,22.82,2006,1,2006-01,0.1059
Nanning,108.37,22.82,2006,2,2006-02,0.1028
Nanning,108.37,22.82,2006,3,2006-03,0.1434
Nanning,108.37,22.82,2006,4,2006-04,0.1263
Nanning,108.37,22.82,2006,5,2006-05,0.1879
Nanning,108.37,22.82,2006,6,2006-06,0.2226
Nanning,108.37,22.82,2006,7,2006-07,0.1374
Nanning,108.37,22.82,2006,8,2006-08,0.2241
Nanning,108.37,22.82,2006,9,2006-09,0.2004
Nanning,108.37,22.82,2006,10,2006-10,0.1683
Nanning,108.37,22.82,2006,11,2006-11,0.1212
Nanning,108.37,22.82,2006,12,2006-12,0.1253
Nanning,108.37,22.82,2007,1,2007-01,0.1021
Nanning,108.37,22.82,2007,2,2007-02,0.111
Nanning,108.37,22.82,2007,3,2007-03,0.1738
Nanning,108.37,22.82,2007,4,2007-04,0.1668
Nanning,108.37,22.82,2007,5,2007-05,0.2033
Nanning,108.37,22.82,2007,6,2007-06,0.1521
Nanning,108.37,22.82,2007,7,2007-07,0.24
