station,longitude,latitude,year,month,date,比湿_gkg_500hPa,比湿_gkg_700hPa,比湿_gkg_850hPa,比湿_gkg_925hPa,比湿_gkg_1000hPa,水汽通量_kg_ms_500hPa,水汽通量_kg_ms_700hPa,水汽通量_kg_ms_850hPa,水汽通量_kg_ms_925hPa,水汽通量_kg_ms_1000hPa,温度_℃_200hPa,温度_℃_500hPa,温度_℃_700hPa,温度_℃_850hPa,温度_℃_925hPa,温度_℃_1000hPa,露点温度_℃_500hPa,露点温度_℃_700hPa,露点温度_℃_850hPa,露点温度_℃_925hPa,露点温度_℃_1000hPa,风向_度_200hPa,风向_度_500hPa,风向_度_700hPa,风向_度_850hPa,风向_度_925hPa,风向_度_1000hPa,风速_ms_200hPa,风速_ms_500hPa,风速_ms_700hPa,风速_ms_850hPa,风速_ms_925hPa,风速_ms_1000hPa,K指数_℃,Showalter指数_℃,LCL高度_m_850hPa,整层水汽通量_kg_ms
Guilin,110.0,25.0,2021,9,2021-09,3.0315,8.0754,12.5604,15.5212,20.6233,0.000832,0.001913,0.003427,0.002313,0.00122,-50.48,-4.01,11.01,19.85,23.96,27.31,-12.11,5.4,14.8,19.4,25.22,322.08,199.58,179.61,168.08,152.46,170.08,1.13,2.69,2.32,2.68,1.46,0.58,33.05,-14.54,631.0,0.009705
Guilin,110.0,25.0,2021,10,2021-10,3.0536,7.5856,9.7095,11.205,13.5659,0.001454,0.001847,0.005591,0.006717,0.004699,-50.21,-4.6,8.96,13.57,16.17,19.78,-12.02,4.52,10.94,14.38,18.54,281.81,244.75,208.61,88.8,55.37,26.19,10.72,4.67,2.39,5.65,5.88,3.4,24.66,-1.92,328.6,0.020308
Guilin,110.0,25.0,2021,11,2021-11,1.5522,5.8754,6.3728,7.8084,9.6211,0.003478,0.005873,0.000494,0.002589,0.001844,-52.18,-7.62,4.82,9.64,12.23,15.49,-20.12,0.96,4.83,8.99,13.27,273.89,266.83,262.27,96.81,64.87,28.33,40.15,21.97,9.8,0.76,3.25,1.88,18.22,6.78,601.11,0.014277
Guilin,110.0,25.0,2021,12,2021-12,0.7449,3.3598,5.175,5.6353,6.3923,0.001609,0.003184,0.000714,0.002307,0.001525,-51.21,-7.31,3.82,6.87,8.99,11.68,-28.31,-6.52,1.91,4.3,7.23,254.25,262.48,259.26,128.15,68.88,35.5,40.98,21.18,9.29,1.35,4.01,2.34,5.74,12.48,619.93,0.009338
Guilin,110.0,25.0,2022,1,2022-01,1.0843,4.2587,6.4285,6.3948,7.2485,0.00282,0.005731,0.002633,0.002163,0.001749,-50.96,-11.98,1.9,6.15,6.92,9.67,-24.2,-3.4,4.96,6.1,9.06,251.78,259.85,257.87,202.23,96.63,56.91,53.71,25.5,13.2,4.02,3.32,2.37,17.78,5.53,149.71,0.015096
Guilin,110.0,25.0,2022,2,2022-02,0.9731,4.1825,5.6136,5.365,6.0221,0.003143,0.007214,0.001469,0.00234,0.001883,-51.08,-10.58,2.6,4.16,3.97,6.33,-25.4,-3.64,3.04,3.61,6.33,254.15,256.92,254.69,194.8,71.35,41.32,51.58,31.68,16.91,2.57,4.28,3.07,11.54,10.68,138.88,0.01605
Guilin,110.0,25.0,2022,3,2022-03,1.4319,5.2819,9.9831,11.5452,13.7311,0.002767,0.00639,0.006184,0.003712,0.002288,-51.0,-7.63,7.43,13.1,15.94,19.79,-21.05,-0.5,11.35,14.83,18.73,270.49,268.05,256.86,210.12,164.5,142.94,33.46,18.95,11.86,6.07,3.15,1.63,24.15,-5.16,219.22,0.021341
Guilin,110.0,25.0,2022,4,2022-04,1.7033,6.0682,9.2692,11.2218,14.1493,0.002751,0.005194,0.003318,0.002261,0.001391,-51.58,-7.08,7.19,13.75,17.77,21.48,-19.04,1.4,10.25,14.4,19.2,265.6,265.65,253.9,199.24,147.5,126.74,34.2,15.84,8.39,3.51,1.98,0.96,25.29,-3.51,437.63,0.014915
Guilin,110.0,25.0,2022,5,2022-05,3.8289,8.4436,11.1298,13.5878,16.5673,0.004372,0.005093,0.003079,0.003899,0.002888,-50.04,-4.94,9.07,15.12,18.89,22.92,-9.18,6.04,12.97,17.33,21.7,277.41,262.86,245.91,159.78,109.79,84.18,22.5,11.2,5.92,2.71,2.81,1.71,30.0,-7.23,268.14,0.019331
Guilin,110.0,25.0,2022,6,2022-06,4.5654,9.7407,14.2607,17.4931,21.0833,0.00282,0.00722,0.0105,0.008921,0.005696,-49.12,-3.03,11.45,19.15,23.1,26.93,-6.93,8.09,16.74,21.29,25.58,351.71,253.12,239.08,215.64,190.0,161.9,4.9,6.06,7.27,7.22,5.0,2.65,35.56,-17.13,301.34,0.035157
Guilin,110.0,25.0,2022,7,2022-07,2.9419,8.0972,13.0994,17.4714,22.1077,0.00067,0.003727,0.007996,0.007812,0.005397,-48.04,-2.43,12.7,20.88,24.59,28.28,-12.48,5.44,15.44,21.27,26.35,90.92,191.44,212.74,206.29,192.11,176.14,8.12,2.23,4.51,5.99,4.38,2.39,31.49,-15.35,679.9,0.025602
Guilin,110.0,25.0,2022,8,2022-08,3.589,8.8351,13.5272,17.0252,21.885,0.002099,0.003775,0.006446,0.005761,0.004052,-48.1,-2.25,12.19,20.29,24.4,28.13,-10.0,6.69,15.93,20.86,26.18,85.05,113.44,150.61,171.11,158.9,145.94,18.65,5.74,4.19,4.67,3.32,1.82,32.97,-15.66,544.69,0.022133
Guilin,110.0,25.0,2022,9,2022-09,3.3864,7.9268,11.2725,14.4149,18.2248,0.000241,0.000822,0.004098,0.004923,0.003603,-49.81,-3.45,9.85,18.54,23.03,26.29,-10.73,5.14,13.16,18.24,23.22,345.73,340.07,33.53,74.41,48.91,17.51,3.76,0.7,1.02,3.57,3.35,1.94,30.44,-9.46,671.94,0.013687
Guilin,110.0,25.0,2022,10,2022-10,2.0665,6.3643,7.6351,9.5594,11.7994,0.00091,0.00083,0.003271,0.004522,0.002609,-50.5,-4.3,8.93,14.38,18.12,21.34,-16.76,2.06,7.42,11.98,16.38,268.42,250.45,241.96,77.26,57.32,21.74,6.82,4.32,1.28,4.2,4.64,2.17,19.23,2.61,871.15,0.012142
Guilin,110.0,25.0,2022,11,2022-11,1.1343,5.4183,10.1636,11.2045,12.8668,0.001806,0.004882,0.004429,0.003713,0.002221,-51.32,-6.09,7.72,13.64,16.52,20.21,-23.7,-0.16,11.62,14.37,17.72,263.25,259.34,236.61,174.27,114.38,91.72,30.1,15.61,8.84,4.27,3.25,1.69,23.47,-4.58,253.25,0.01705
Guilin,110.0,25.0,2022,12,2022-12,0.7863,3.8333,3.9756,4.0838,4.5078,0.001882,0.004101,0.000557,0.001979,0.001355,-51.76,-8.01,2.07,4.43,5.74,8.67,-27.73,-4.79,-1.7,-0.18,2.26,263.49,268.22,262.34,70.82,55.31,28.16,42.01,23.47,10.49,1.37,4.75,2.95,3.88,16.81,766.89,0.009874
Guilin,110.0,25.0,2023,1,2023-01,0.499,3.2098,5.1421,5.5944,6.2692,0.001412,0.004039,0.001107,0.001915,0.00131,-51.93,-6.09,3.87,5.06,7.39,10.7,-32.54,-7.11,1.82,4.19,6.94,255.34,265.22,260.98,165.44,84.4,59.26,37.44,27.75,12.34,2.11,3.36,2.05,1.98,15.44,404.83,0.009783
Guilin,110.0,25.0,2023,2,2023-02,0.8982,4.5564,7.2241,7.5209,8.781,0.002221,0.006107,0.002994,0.002446,0.002072,-51.3,-8.99,4.18,8.39,10.6,14.31,-26.28,-2.5,6.62,8.44,11.9,248.08,259.31,256.81,196.79,100.92,68.19,45.36,24.24,13.14,4.06,3.19,2.31,17.32,4.56,221.45,0.01584
Guilin,110.0,25.0,2023,3,2023-03,,5.1587,8.3254,9.6094,11.472,,0.006178,0.003543,0.002292,0.00164,-51.83,-10.73,4.85,11.1,14.86,18.9,,-0.82,8.68,12.06,15.95,265.71,268.6,261.03,199.3,130.95,103.57,49.05,20.49,11.74,4.17,2.34,1.4,24.84,-2.36,302.69,0.013653
Guilin,110.0,25.0,2023,4,2023-04,1.3643,6.4512,10.5399,13.0586,15.9008,0.002601,0.007651,0.005972,0.004917,0.003639,-51.36,-6.59,8.72,14.94,18.12,22.19,-21.61,2.25,12.16,16.72,21.04,263.76,269.05,257.68,199.83,147.3,125.78,34.04,18.7,11.63,5.56,3.69,2.24,27.22,-7.27,347.96,0.02478
Guilin,110.0,25.0,2023,5,2023-05,2.633,8.1174,12.5273,15.484,18.8955,0.003746,0.007453,0.008164,0.006209,0.004511,-49.23,-4.06,10.73,17.9,21.43,25.27,-13.84,5.48,14.76,19.36,23.8,277.85,262.67,246.44,196.11,158.0,136.4,19.84,13.95,9.0,6.39,3.93,2.34,31.46,-12.56,392.07,0.030083
Guilin,110.0,25.0,2023,6,2023-06,4.418,9.0618,13.3657,17.0624,21.1759,0.00285,0.004931,0.006164,0.005687,0.004202,-48.68,-2.59,11.56,19.45,23.47,27.3,-7.35,7.05,15.75,20.89,25.65,290.41,250.39,227.39,190.79,157.63,121.55,5.61,6.33,5.34,4.52,3.27,1.95,33.28,-14.74,462.43,0.023833
Guilin,110.0,25.0,2023,7,2023-07,3.7712,9.153,13.6677,17.8233,21.9671,0.000937,0.004043,0.007907,0.007697,0.005546,-47.44,-1.91,12.83,20.71,24.68,28.26,-9.38,7.19,16.09,21.58,26.25,75.76,188.34,215.87,202.62,181.24,162.21,9.58,2.44,4.33,5.67,4.23,2.48,33.07,-16.1,577.96,0.02613
Guilin,110.0,25.0,2023,8,2023-08,4.1113,9.7758,14.1985,17.1502,21.9068,0.000163,0.001193,0.002182,0.001909,0.002382,-47.87,-1.83,12.01,19.94,23.87,27.65,-8.28,8.15,16.67,20.97,26.2,33.77,169.7,118.84,136.84,151.92,103.11,8.56,0.39,1.2,1.51,1.09,1.07,34.59,-16.59,408.81,0.007828
Guilin,110.0,25.0,2023,9,2023-09,3.0298,8.7975,13.5603,16.2475,20.364,0.000532,0.00242,0.00526,0.005252,0.003811,-49.32,-2.77,11.21,18.78,22.57,26.4,-12.12,6.63,15.97,20.12,25.01,341.09,125.77,117.27,109.15,79.73,47.98,0.41,1.72,2.7,3.8,3.17,1.84,32.93,-14.73,351.14,0.017274
Guilin,110.0,25.0,2023,10,2023-10,2.2195,7.0055,9.884,12.2539,14.7125,0.002039,0.002201,0.003434,0.005618,0.003333,-50.58,-4.45,8.95,14.74,18.04,21.78,-15.91,3.4,11.2,15.74,19.82,258.33,267.3,248.12,99.7,68.88,41.79,18.77,9.01,3.08,3.41,4.5,2.22,24.84,-3.33,442.57,0.016625
Guilin,110.0,25.0,2023,11,2023-11,1.4656,4.4985,7.842,9.4581,11.1427,0.002843,0.003236,0.0019,0.002311,0.000914,-51.95,-6.98,6.64,12.22,15.04,18.27,-20.79,-2.67,7.8,11.82,15.5,263.44,265.91,258.23,177.11,108.24,84.35,39.19,19.02,7.06,2.38,2.4,0.8,17.69,1.48,552.44,0.011205
Guilin,110.0,25.0,2023,12,2023-12,1.3734,4.8826,7.5777,8.0307,9.1828,0.003224,0.005574,0.00226,0.002107,0.001295,-52.08,-8.19,4.2,8.02,9.37,12.45,-21.53,-1.57,7.31,9.37,12.45,262.48,262.13,256.06,202.71,100.37,67.83,47.93,23.02,11.19,2.92,2.57,1.38,17.75,4.88,88.06,0.014459
Guilin,110.0,25.0,2024,1,2024-01,0.8725,4.6847,6.8945,7.242,8.2965,0.002361,0.005878,0.003218,0.002477,0.001618,-50.5,-12.14,1.13,6.77,8.24,11.41,-26.6,-2.12,5.95,7.89,11.05,253.65,262.67,258.56,193.36,116.4,77.61,60.66,26.53,12.31,4.58,3.35,1.91,21.6,3.71,101.6,0.015552
Guilin,110.0,25.0,2024,2,2024-02,0.7046,4.6175,7.3491,7.536,8.8373,0.002186,0.008406,0.005463,0.002479,0.0018,-51.23,-9.0,4.08,9.1,9.29,12.44,-28.91,-2.32,6.87,8.47,11.99,257.69,257.92,252.23,207.28,129.09,85.74,56.14,30.43,17.85,7.29,3.23,2.0,18.57,3.59,278.81,0.020335
Guilin,110.0,25.0,2024,3,2024-03,0.8694,5.2823,8.5103,10.2763,12.5486,0.002151,0.007896,0.005303,0.004007,0.002903,-51.2,-7.4,6.43,12.0,14.43,18.45,-26.64,-0.5,9.0,13.07,17.33,258.38,264.45,258.1,205.01,146.14,121.76,45.77,24.26,14.66,6.11,3.82,2.27,21.46,-0.33,375.37,0.022261
Guilin,110.0,25.0,2024,4,2024-04,1.8683,7.4457,12.5479,15.0108,18.2582,0.003843,0.011155,0.009472,0.006304,0.004697,-50.99,-6.78,9.78,17.28,20.35,24.2,-17.96,4.25,14.78,18.88,23.25,261.47,261.87,254.25,210.44,162.88,124.46,38.14,20.17,14.69,7.4,4.12,2.52,33.32,-14.71,312.29,0.035471
Guilin,110.0,25.0,2024,5,2024-05,3.3963,8.4293,11.9465,14.6815,18.2126,0.003962,0.005086,0.004418,0.004751,0.003426,-49.7,-5.01,9.46,16.56,20.3,24.28,-10.69,6.01,14.04,18.53,23.21,271.54,266.47,256.7,180.37,130.62,107.56,28.45,11.44,5.92,3.63,3.17,1.84,32.17,-10.74,315.43,0.021643
Guilin,110.0,25.0,2024,6,2024-06,4.7298,9.904,14.3245,17.7811,21.3098,0.002827,0.005873,0.009527,0.008639,0.006245,-47.53,-2.0,11.99,19.11,22.99,26.82,-6.47,8.34,16.81,21.55,25.75,314.15,248.21,233.76,198.98,164.07,131.5,6.8,5.86,5.81,6.52,4.76,2.87,34.27,-16.22,287.94,0.033111
Guilin,110.0,25.0,2024,7,2024-07,3.3059,8.1985,13.1273,17.9359,21.7236,0.000914,0.00526,0.012063,0.01053,0.007147,-46.77,-1.8,13.09,20.31,24.18,27.84,-11.03,5.62,15.47,21.68,26.06,58.55,162.92,197.51,196.15,178.68,169.82,12.58,2.71,6.29,9.01,5.76,3.23,30.11,-14.22,604.9,0.035914
Guilin,110.0,25.0,2024,8,2024-08,2.9989,8.0152,12.9734,16.9316,21.932,0.000607,0.002585,0.005323,0.0049,0.002974,-48.02,-2.2,12.27,20.59,24.07,27.53,-12.24,5.29,15.29,20.77,26.22,82.35,201.36,210.75,211.61,198.66,168.21,4.14,1.99,3.16,4.02,2.84,1.33,31.1,-14.51,662.23,0.016388
Guilin,110.0,25.0,2024,9,2024-09,3.2534,7.7688,12.4153,16.165,20.2534,0.001501,0.003498,0.006647,0.006975,0.004825,-48.57,-2.51,11.76,19.42,22.94,26.44,-11.23,4.85,14.62,20.04,24.92,45.46,97.86,91.06,86.92,64.68,46.24,1.99,4.52,4.42,5.25,4.23,2.34,29.65,-12.25,600.23,0.023446
Guilin,110.0,25.0,2024,10,2024-10,2.9277,6.3835,8.7833,10.676,12.8967,0.001938,0.000515,0.004594,0.006045,0.003825,-50.48,-4.44,9.82,14.03,16.55,19.88,-12.54,2.1,9.46,13.64,17.76,270.0,261.4,262.39,83.05,58.0,34.39,10.94,6.49,0.79,5.13,5.55,2.91,20.2,0.04,571.38,0.016916
Guilin,110.0,25.0,2024,11,2024-11,1.4099,5.1959,8.9261,10.188,11.8632,0.002157,0.002827,0.003041,0.004694,0.002389,-50.17,-6.91,6.01,11.5,13.63,16.95,-21.23,-0.73,9.7,12.94,16.46,260.01,260.87,250.52,106.1,72.0,44.85,31.77,15.01,5.34,3.34,4.52,1.97,21.37,-0.36,225.9,0.015109
Guilin,110.0,25.0,2024,12,2024-12,0.4745,3.5419,5.0144,4.8446,5.4758,0.001278,0.004406,0.000775,0.002204,0.001399,-50.31,-5.65,3.79,5.4,7.0,9.63,-33.06,-5.83,1.47,2.18,5.01,261.34,266.45,264.65,160.48,79.5,57.62,40.24,26.41,12.2,1.52,4.46,2.51,2.9,15.86,491.17,0.010061
Hechi,107.5,25.0,2005,1,2005-01,0.889,3.465,5.792,6.472,7.703,0.002749,0.005354,0.002392,0.001811,0.001596,-53.05,-9.76,3.91,6.18,8.51,12.16,-26.39,-6.12,3.48,6.27,9.95,260.85,269.21,268.64,192.11,120.68,100.2,54.6,30.32,15.15,4.05,2.74,2.03,9.39,9.21,337.25,0.013903
Hechi,107.5,25.0,2005,2,2005-02,0.72,4.447,7.918,8.656,10.355,0.002103,0.008043,0.004801,0.003197,0.003049,-51.57,-11.19,4.85,10.04,12.05,15.95,-28.68,-2.82,7.95,10.51,14.38,263.39,268.7,260.62,195.51,127.6,107.74,57.09,28.65,17.74,5.95,3.62,2.89,21.5,-0.84,261.7,0.021194
Hechi,107.5,25.0,2005,3,2005-03,1.248,4.926,7.979,9.143,10.992,0.002732,0.006324,0.003106,0.00249,0.002096,-51.74,-10.57,4.47,10.03,13.26,17.27,-22.62,-1.45,8.06,11.32,15.29,267.06,271.81,263.98,187.98,128.16,112.31,50.72,21.47,12.59,3.82,2.67,1.87,22.74,-0.35,246.52,0.016748
Hechi,107.5,25.0,2005,4,2005-04,1.332,6.008,10.438,12.565,15.113,0.002461,0.006392,0.004527,0.002793,0.002338,-52.88,-7.45,7.91,15.78,19.7,23.89,-21.88,1.26,12.01,16.12,20.24,261.25,269.34,262.73,205.78,163.48,145.47,39.0,18.12,10.43,4.25,2.18,1.52,28.59,-8.7,471.1,0.018512
Hechi,107.5,25.0,2005,5,2005-05,2.099,7.542,13.628,17.31,20.267,0.002796,0.007292,0.007558,0.005171,0.004421,-50.83,-5.08,10.41,19.54,23.4,27.3,-16.58,4.43,16.04,21.12,24.93,264.64,257.22,248.47,196.67,156.67,125.1,22.04,13.06,9.48,5.44,2.93,2.14,34.69,-17.98,436.99,0.027237
Hechi,107.5,25.0,2005,6,2005-06,4.264,10.043,15.796,20.005,23.66,0.00182,0.003301,0.004712,0.004256,0.004409,-48.67,-2.47,11.64,20.09,24.27,28.35,-7.81,8.54,18.32,23.43,27.46,310.08,267.26,246.22,185.89,150.73,111.51,5.53,4.18,3.22,2.93,2.09,1.83,37.78,-20.0,220.82,0.018498
Hechi,107.5,25.0,2005,7,2005-07,2.787,7.908,14.239,19.521,22.71,0.000768,0.003416,0.007478,0.006554,0.005283,-48.76,-2.92,11.79,20.72,24.73,28.54,-13.15,5.1,16.72,23.03,26.79,70.11,174.27,201.9,180.78,160.3,148.26,8.96,2.7,4.24,5.15,3.29,2.28,33.67,-18.57,500.39,0.023499
Hechi,107.5,25.0,2005,8,2005-08,3.193,8.75,14.053,19.106,22.306,0.000317,0.001386,0.005183,0.005397,0.004533,-49.04,-2.7,11.43,19.99,24.01,27.86,-11.47,6.55,16.52,22.69,26.5,40.68,115.51,156.07,124.52,99.77,86.84,10.79,0.98,1.55,3.62,2.77,1.99,34.32,-17.13,434.35,0.016817
Hechi,107.5,25.0,2005,9,2005-09,2.791,7.022,12.338,16.76,19.438,0.000472,0.001596,0.00418,0.003999,0.002681,-49.85,-3.77,9.77,18.43,22.42,26.11,-13.13,3.43,14.53,20.61,24.26,64.51,121.68,118.41,101.99,71.56,51.6,3.58,1.66,2.23,3.32,2.34,1.35,30.39,-12.33,487.81,0.012927
Hechi,107.5,25.0,2005,10,2005-10,2.278,6.905,10.213,12.934,15.209,0.002132,0.003042,0.002431,0.003367,0.002381,-51.61,-5.53,7.91,14.22,18.02,21.81,-15.6,3.2,11.69,16.57,20.34,271.12,262.43,251.23,117.0,72.91,58.59,13.34,9.18,4.32,2.33,2.55,1.53,26.72,-4.71,316.57,0.013353
Hechi,107.5,25.0,2005,11,2005-11,1.457,5.382,9.024,10.984,12.992,0.003019,0.00573,0.00245,0.002138,0.001622,-52.38,-6.62,5.76,11.31,15.01,18.78,-20.85,-0.25,9.86,14.07,17.87,263.29,263.98,256.94,182.58,120.19,110.06,34.69,20.32,10.44,2.66,1.91,1.22,21.78,-0.12,181.65,0.014959
Hechi,107.5,25.0,2005,12,2005-12,1.445,4.138,4.964,5.692,6.611,0.003814,0.005029,0.001213,0.0019,0.001407,-52.95,-7.52,3.52,5.31,7.93,11.22,-20.95,-3.78,1.33,4.44,7.71,256.68,270.75,264.32,129.07,84.74,71.56,39.53,25.88,11.92,2.4,3.27,2.09,6.86,14.19,497.3,0.013363
Hechi,107.5,25.0,2006,1,2006-01,0.328,2.938,6.139,6.731,8.021,0.000802,0.004064,0.002393,0.002136,0.001956,-51.06,-7.1,5.73,7.17,9.49,13.25,-36.79,-8.25,4.3,6.83,10.55,256.29,272.87,267.17,184.8,119.45,107.53,44.53,23.97,13.57,3.82,3.11,2.39,4.59,10.14,358.55,0.011351
Hechi,107.5,25.0,2006,2,2006-02,0.757,5.106,7.718,8.302,9.969,0.001471,0.006669,0.004173,0.002262,0.001966,-51.29,-10.36,3.32,8.44,10.91,14.8,-28.14,-0.96,7.58,9.89,13.81,264.1,267.08,254.79,185.3,121.85,102.24,47.55,19.05,12.81,5.3,2.67,1.93,22.09,1.98,107.92,0.016541
Hechi,107.5,25.0,2006,3,2006-03,0.85,5.31,9.082,10.294,12.582,0.00209,0.007356,0.004072,0.002958,0.002666,-51.37,-9.46,6.05,11.78,14.85,19.11,-26.88,-0.43,9.95,13.09,17.37,261.28,270.78,262.56,186.4,126.34,111.75,48.52,24.11,13.58,4.4,2.82,2.08,24.71,-3.55,228.66,0.019142
Hechi,107.5,25.0,2006,4,2006-04,1.408,6.474,10.99,13.448,16.163,0.002713,0.007846,0.005862,0.00353,0.002742,-51.84,-6.91,8.94,16.89,20.46,24.7,-21.25,2.29,12.78,17.17,21.3,257.45,260.71,256.17,211.08,176.66,157.75,40.3,18.9,11.88,5.23,2.57,1.66,29.94,-10.6,513.51,0.022693
Hechi,107.5,25.0,2006,5,2006-05,2.825,6.921,12.277,15.628,18.483,0.00264,0.003626,0.003459,0.003063,0.002812,-50.58,-5.23,9.32,17.52,21.36,25.37,-12.98,3.23,14.45,19.51,23.45,271.49,266.93,254.07,177.51,130.57,105.15,18.91,9.16,5.14,2.76,1.92,1.49,31.11,-12.73,383.36,0.015598
Hechi,107.5,25.0,2006,6,2006-06,4.17,9.695,15.114,19.261,22.701,0.002312,0.006048,0.007345,0.005563,0.00482,-49.01,-2.8,11.28,19.77,23.69,27.7,-8.09,8.03,17.64,22.82,26.78,358.45,266.94,245.57,198.47,159.33,127.59,5.93,5.44,6.12,4.77,2.83,2.08,36.96,-19.69,266.4,0.026088
Hechi,107.5,25.0,2006,7,2006-07,3.949,9.222,15.335,20.333,23.67,0.000866,0.001304,0.005166,0.004535,0.003879,-47.45,-2.12,12.3,21.01,25.09,28.92,-8.79,7.3,17.86,23.69,27.47,72.84,110.12,174.21,171.82,154.26,132.23,10.64,2.15,1.39,3.3,2.19,1.61,36.0,-20.0,393.42,0.01575
Hechi,107.5,25.0,2006,8,2006-08,3.665,8.436,13.336,19.113,22.163,0.001442,0.003102,0.003923,0.002875,0.002094,-49.31,-3.32,11.48,20.38,24.23,27.97,-9.74,6.02,15.71,22.7,26.39,74.82,96.85,105.77,122.97,100.55,83.18,8.36,3.86,3.61,2.88,1.47,0.93,33.96,-16.34,583.56,0.013435
Hechi,107.5,25.0,2006,9,2006-09,2.951,6.509,11.139,15.559,18.154,0.000441,0.000424,0.003414,0.003227,0.001959,-50.5,-3.79,9.96,17.46,21.44,25.24,-12.44,2.37,12.98,19.44,23.16,349.27,316.94,63.03,93.62,66.84,53.46,4.24,1.46,0.64,3.01,2.03,1.06,26.64,-8.41,559.54,0.009465
Hechi,107.5,25.0,2006,10,2006-10,2.667,7.7,11.778,15.024,17.528,0.00266,0.003411,0.002527,0.002351,0.001916,-52.43,-5.59,7.91,15.96,19.96,23.66,-13.69,4.73,13.83,18.89,22.6,271.06,259.28,255.2,159.41,97.87,81.42,18.33,9.78,4.34,2.1,1.53,1.07,32.2,-10.3,266.76,0.012865
Hechi,107.5,25.0,2006,11,2006-11,1.2,4.269,8.517,10.423,12.14,0.002515,0.00401,0.002835,0.002258,0.001406,-53.17,-8.5,4.98,12.37,15.55,19.06,-23.06,-3.37,9.01,13.28,16.82,269.27,267.96,257.14,182.81,120.55,102.2,39.01,20.55,9.21,3.26,2.12,1.14,21.53,-1.8,420.32,0.013024
Hechi,107.5,25.0,2006,12,2006-12,0.384,3.514,5.508,6.359,7.218,0.00088,0.003259,0.001477,0.00176,0.001174,-51.31,-9.52,1.8,7.39,10.15,13.1,-35.21,-5.93,2.78,6.02,8.99,267.74,271.94,258.78,159.98,92.96,73.61,48.51,22.48,9.09,2.63,2.71,1.59,11.95,9.0,576.72,0.008549
Hechi,107.5,25.0,2007,1,2007-01,0.41,3.596,5.086,5.565,6.465,0.001092,0.004313,0.001085,0.001739,0.001478,-52.43,-9.7,0.98,5.22,7.77,11.04,-34.55,-5.63,1.67,4.12,7.39,263.54,268.44,259.91,150.49,77.37,65.49,52.53,26.13,11.76,2.09,3.06,2.24,9.98,11.81,444.01,0.009707
Hechi,107.5,25.0,2007,2,2007-02,0.718,4.125,7.87,9.258,11.059,0.001819,0.005599,0.004842,0.00337,0.002605,-51.34,-12.49,2.78,11.49,15.18,19.1,-28.71,-3.82,7.86,11.5,15.38,259.01,263.06,255.38,202.61,163.9,155.99,53.97,24.84,13.31,6.03,3.57,2.31,25.23,-3.4,454.13,0.018235
Hechi,107.5,25.0,2007,3,2007-03,0.447,4.529,9.077,10.475,12.751,0.001067,0.007012,0.005912,0.003483,0.002877,-51.93,-7.72,6.6,13.25,16.56,20.89,-33.67,-2.58,9.94,13.35,17.58,255.18,267.26,256.94,200.05,154.77,139.4,42.43,23.41,15.18,6.39,3.26,2.21,21.73,-3.21,413.58,0.020351
Hechi,107.5,25.0,2007,4,2007-04,1.395,5.184,8.885,10.725,13.004,0.002153,0.005104,0.002328,0.001564,0.001355,-52.14,-9.05,6.99,13.23,16.84,21.14,-21.35,-0.76,9.63,13.71,17.88,265.07,266.74,265.13,196.04,132.17,113.05,39.53,15.13,9.65,2.57,1.43,1.02,24.16,-4.06,450.38,0.012504
Hechi,107.5,25.0,2007,5,2007-05,2.683,6.568,11.801,15.265,18.129,0.002105,0.003332,0.00472,0.003632,0.002563,-50.53,-4.65,10.19,18.1,22.03,26.1,-13.61,2.49,13.85,19.14,23.14,278.98,260.95,245.03,206.17,186.15,168.77,15.95,7.7,4.97,3.92,2.33,1.39,28.91,-11.54,530.81,0.016353
Hechi,107.5,25.0,2007,6,2007-06,3.209,8.735,15.153,19.243,22.697,0.002185,0.005883,0.007862,0.005852,0.005335,-49.27,-2.86,11.65,19.74,23.73,27.75,-11.4,6.52,17.68,22.81,26.78,269.63,257.55,248.13,199.04,161.02,128.66,6.15,6.68,6.61,5.09,2.98,2.31,35.15,-19.82,257.66,0.027118
Hechi,107.5,25.0,2007,7,2007-07,3.095,8.876,15.884,19.927,23.351,0.001777,0.007464,0.013754,0.010429,0.00851,-48.46,-2.15,12.02,20.52,24.68,28.61,-11.85,6.75,18.41,23.36,27.25,63.68,210.3,221.46,197.47,174.63,160.55,8.39,5.63,8.25,8.49,5.13,3.57,35.81,-20.0,263.82,0.041934
Hechi,107.5,25.0,2007,8,2007-08,2.974,7.759,13.818,19.298,22.324,0.000765,0.000911,0.001754,0.001303,0.001235,-48.95,-2.88,11.39,20.75,24.61,28.33,-12.35,4.83,16.26,22.85,26.51,54.25,53.22,67.0,135.0,128.25,112.78,7.57,2.52,1.15,1.24,0.66,0.54,33.33,-17.49,561.83,0.005967
Hechi,107.5,25.0,2007,9,2007-09,3.124,6.733,11.759,15.361,17.885,0.000798,0.000636,0.004348,0.005029,0.004004,-50.03,-3.39,9.99,17.04,20.96,24.65,-11.74,2.84,13.8,19.24,22.92,310.83,283.15,47.19,73.66,45.5,30.07,3.5,2.51,0.93,3.63,3.21,2.2,27.08,-9.13,404.93,0.014816
